,cfile,RvsdgConstructionTime[ns],#RvsdgNodes,#PointsToGraphNodes,#PointsToGraphAllocaNodes,#PointsToGraphDeltaNodes,#PointsToGraphImportNodes,#PointsToGraphLambdaNodes,#PointsToGraphMallocNodes,#PointsToGraphMemoryNodes,#PointsToGraphRegisterNodes,#PointsToGraphEdges,AndersenAnalysisTimer[ns],AndersenSetBuildingTimer[ns],AndersenOVSTimer[ns],AndersenWorklistTimer[ns],PointsToGraphConstructionTimer[ns],#SimpleAllocas,#NonReentrantAllocas,#ExtModRefSets,#ExtModRefCompressed,#ExtModRefKept,#LocalModRefSets,#LocalModRefKept,CallGraphTimer[ns],AllocasDeadInSccsTimer[ns],SimpleAllocasSetTimer[ns],NonReentrantAllocaSetsTimer[ns],CreateExternalModRefSetTimer[ns],AnnotationTimer[ns],SolvingTimer[ns],ExternalCompactionTimer[ns],#IntraProceduralRegions,#TotalAllocaStateArguments,#TotalMallocStateArguments,#TotalDeltaStateArguments,#TotalImportStateArguments,#TotalLambdaStateArguments,#TotalExternalStateArguments,#TotalNonEscapedStateArguments,#MaxMemoryStateArguments,#MaxNonEscapedMemoryStateArguments,#LoadOperations,#TotalAllocaStatesThroughLoad,#TotalMallocStatesThroughLoad,#TotalDeltaStatesThroughLoad,#TotalImportStatesThroughLoad,#TotalLambdaStatesThroughLoad,#TotalExternalStatesThroughLoad,#TotalNonEscapedStatesThroughLoad,#MaxMemoryStatesThroughLoad,#MaxNonEscapedMemoryStatesThroughLoad,#StoreOperations,#TotalAllocaStatesThroughStore,#TotalMallocStatesThroughStore,#TotalDeltaStatesThroughStore,#TotalImportStatesThroughStore,#TotalLambdaStatesThroughStore,#TotalExternalStatesThroughStore,#TotalNonEscapedStatesThroughStore,#MaxMemoryStatesThroughStore,#MaxNonEscapedMemoryStatesThroughStore,#CallEntryMergeOperations,#TotalAllocaStatesIntoCallEntryMerge,#TotalMallocStatesIntoCallEntryMerge,#TotalDeltaStatesIntoCallEntryMerge,#TotalImportStatesIntoCallEntryMerge,#TotalLambdaStatesIntoCallEntryMerge,#TotalExternalStatesIntoCallEntryMerge,#TotalNonEscapedStatesIntoCallEntryMerge,#MaxMemoryStatesIntoCallEntryMerge,#MaxNonEscapedMemoryStatesIntoCallEntryMerge,MemoryStateEncodingTime[ns],#TotalLoads,#LoadsForwarded,SvfTracingTime[ns],SvfForwardingTime[ns],StoreValueForwardingTime[ns],TransformationPass-000-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-001-PredicateCorrelation-#RvsdgNodesBefore,TransformationPass-002-CommonNodeElimination-#RvsdgNodesBefore,TransformationPass-003-InvariantValueRedirection-#RvsdgNodesBefore,TransformationPass-004-DeadNodeElimination-#RvsdgNodesBefore,TransformationPass-005-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-006-PointsToAnalysisStateEncoder-#RvsdgNodesBefore,TransformationPass-007-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-008-StoreValueForwarding-#RvsdgNodesBefore,TransformationPass-009-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-010-CommonNodeElimination-#RvsdgNodesBefore,TransformationPass-011-InvariantValueRedirection-#RvsdgNodesBefore,TransformationPass-012-NodeReduction-#RvsdgNodesBefore,TransformationPass-013-DeadNodeElimination-#RvsdgNodesBefore,TransformationPass-014-RvsdgTreePrinter-#RvsdgNodesBefore,#RvsdgNodesAfterSequence,OptimizationTime[ns],TransformationPass-000-RvsdgTreePrinter-Timer[ns],TransformationPass-001-PredicateCorrelation-Timer[ns],TransformationPass-002-CommonNodeElimination-Timer[ns],TransformationPass-003-InvariantValueRedirection-Timer[ns],TransformationPass-004-DeadNodeElimination-Timer[ns],TransformationPass-005-RvsdgTreePrinter-Timer[ns],TransformationPass-006-PointsToAnalysisStateEncoder-Timer[ns],TransformationPass-007-RvsdgTreePrinter-Timer[ns],TransformationPass-008-StoreValueForwarding-Timer[ns],TransformationPass-009-RvsdgTreePrinter-Timer[ns],TransformationPass-010-CommonNodeElimination-Timer[ns],TransformationPass-011-InvariantValueRedirection-Timer[ns],TransformationPass-012-NodeReduction-Timer[ns],TransformationPass-013-DeadNodeElimination-Timer[ns],TransformationPass-014-RvsdgTreePrinter-Timer[ns],RvsdgDestructionTime[ns],Tree4-NumAllocaNodes,Tree4-NumStoreNodes,Tree4-NumLoadNodes,Tree4-NumMemoryStateTypeArguments,Tree0-NumAllocaNodes,Tree0-NumStoreNodes,Tree0-NumLoadNodes,Tree0-NumMemoryStateTypeArguments,Tree3-NumAllocaNodes,Tree3-NumStoreNodes,Tree3-NumLoadNodes,Tree3-NumMemoryStateTypeArguments,Tree1-NumAllocaNodes,Tree1-NumStoreNodes,Tree1-NumLoadNodes,Tree1-NumMemoryStateTypeArguments,Tree2-NumAllocaNodes,Tree2-NumStoreNodes,Tree2-NumLoadNodes,Tree2-NumMemoryStateTypeArguments,Configuration,RegionAwareModRefSummarizerTime[ns],TotalTime[ns],#TotalMemoryStateArguments,#TotalMemoryStatesThroughLoad,#TotalMemoryStatesThroughStore,#TotalMemoryStatesIntoCallEntryMerge
784,redist2017-538.imagick+magick_distort.c,40833855,11800,961,21,168,61,34,0,285,676,86407,15245463,12233134,549542,535333,1592659,5,5,1493,18798,8251,559,443,2371688,82969,2500,38159,1810,3310365,1140794,1062136,813,2375,0,0,255,0,557,259,10,3,848,2437,0,0,549,0,609,52,7,2,247,686,0,0,13,0,136,14,7,2,556,2037,0,0,284,0,478,10,10,3,7836043,848,0,2088177,0,7556617,12734,12734,12734,12734,11849,11800,11800,12889,12889,12889,12889,12889,12830,12806,12795,12795,232432612,19523535,824809,25914928,4792855,21180962,10770754,58531385,11713181,7560667,7017995,16846491,2042302,11905708,14080868,7659846,25742811,21,247,848,3170,21,247,848,626,21,247,848,3170,21,247,848,626,21,247,848,3170,O3,8010421,299009278,3187,3595,835,2799
785,redist2017-526.blender+blender_source_blender_blenkernel_intern_action.c,10889864,3141,675,8,16,58,53,0,136,539,42809,6493173,4948294,355076,369255,639312,0,0,722,9214,1214,113,35,786740,16279,1730,750,2170,1271013,677781,604032,546,124,0,0,149,0,409,0,4,0,219,60,0,0,71,0,199,0,4,0,136,45,0,0,50,0,129,0,4,0,156,58,0,0,80,0,148,0,4,0,4007066,219,0,2369241,0,4911284,3715,3715,3715,3715,3148,3141,3141,3548,3548,3548,3548,3548,3546,3540,3539,3539,91793261,4496889,279746,8514916,1679558,7272972,5582426,23726822,4325922,4914254,4428370,8573215,1411482,3641852,6130828,4265612,9394244,8,136,219,664,8,136,219,412,8,136,219,664,8,136,219,412,8,136,219,664,O3,3360495,112077369,682,330,224,286
786,ghostscript-10.04.0+jbig2dec_jbig2.c,5797073,2392,267,5,27,16,21,1,71,196,8216,3173938,2490767,129938,185147,280706,1,1,326,1980,683,36,15,208897,5880,1070,3640,1030,393635,141878,121408,199,204,1,0,5,0,162,2,3,1,121,131,0,0,4,0,116,0,3,0,63,63,0,0,0,0,60,2,3,1,67,71,0,0,4,0,65,1,3,1,1202784,121,0,392263,0,929358,2572,2572,2572,2572,2403,2392,2392,2563,2563,2563,2563,2563,2563,2561,2561,2561,28081175,1841645,109379,2980431,377555,1528010,1333422,7495050,1383992,931678,1371632,2728283,313196,1672668,1751147,1490250,3494023,5,63,121,369,5,63,121,165,5,63,121,369,5,63,121,165,5,63,121,369,O3,877438,37372271,372,251,123,140
787,sendmail-8.18.1+libsm_flags.c,128178,21,5,0,1,0,1,0,3,2,4,68529,30580,3480,12060,7119,0,0,0,0,0,3,0,6380,1430,850,660,850,6510,2050,1810,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19790,1,0,1010,0,5620,24,24,24,24,21,21,21,22,22,22,22,22,22,22,22,22,457154,86489,2340,29219,6510,19550,28949,143639,27220,7320,23260,16889,2370,19080,9100,22470,39179,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,3,0,0,1,1,O3,20540,624511,0,0,0,0
788,ghostscript-10.04.0+tiff_libtiff_tif_fax3.c,81593282,15238,796,0,64,24,35,0,124,672,43910,38043443,28599789,3104528,827239,4567379,0,0,2311,0,2311,538,0,4426021,1490,2130,700,1560,8324269,1282743,2342879,2537,0,0,0,0,0,1585,0,1,0,994,0,0,0,0,0,905,0,1,0,394,0,0,0,0,0,394,0,1,0,268,0,0,0,0,0,268,0,1,0,16467910,994,0,7389345,0,18832699,17959,17959,17959,17959,15293,15238,15238,15843,15843,15843,15843,15843,15843,15843,15814,15814,664111301,38467688,3530503,80365930,11583456,52982934,33382405,133184915,35146891,18836089,35349209,66408385,9561603,23426068,50152482,36163628,64041736,0,394,994,1586,0,394,994,1674,0,394,994,1586,0,394,994,1674,0,394,994,1586,O3,16381792,809746319,1585,905,394,268
789,redist2017-526.blender+blender_source_blender_editors_space_clip_clip_editor.c,7285452,2253,579,41,4,64,50,0,160,419,34485,2307979,1575409,116058,226177,291066,7,7,491,16796,1239,199,144,188028,43289,1550,5670,2180,691111,603992,481743,337,297,0,0,60,0,245,28,8,2,205,194,0,0,42,0,147,8,8,1,97,114,0,0,21,0,55,2,8,1,148,205,0,0,67,0,139,9,10,2,1589229,205,0,312776,0,899578,2590,2590,2590,2590,2253,2253,2253,2630,2630,2630,2630,2630,2625,2572,2570,2570,32396706,2746923,189758,5167850,669740,1658327,1404971,8381037,1395572,901898,1310072,2261509,338135,1533879,1546079,1764047,3887588,41,97,205,561,41,97,205,251,41,97,205,561,41,97,205,251,41,97,205,561,O3,2017563,43569746,602,383,190,411
790,ghostscript-10.04.0+psi_zdps1.c,6346215,2650,248,8,21,25,16,0,71,177,7435,2234161,1697048,85629,131089,248367,0,0,714,5432,994,60,87,174318,3050,889,570,820,661812,150028,239296,195,230,0,0,0,0,156,0,7,0,428,88,0,0,0,0,401,0,7,0,173,66,0,0,0,0,164,0,7,0,60,81,0,0,0,0,60,0,7,0,1467861,428,0,9677390,0,10758357,3128,3128,3128,3128,2654,2650,2650,2802,2802,2802,2802,2802,2802,2795,2795,2795,38807594,1541390,171358,3574083,420965,1498850,1069705,7395312,1192404,10760367,1739067,3698621,399335,1567049,1699787,1170594,3153928,8,173,428,370,8,173,428,172,8,173,428,370,8,173,428,172,8,173,428,370,O3,1230783,48307737,386,489,230,141
791,ghostscript-10.04.0+freetype_src_smooth_ftsmooth.c,3470494,1081,116,7,2,8,10,0,28,88,1636,1246193,885888,56249,99789,151848,0,0,238,1292,510,58,48,92668,4210,900,630,860,306856,83159,93619,106,103,0,0,0,0,86,0,3,0,125,149,0,0,0,0,120,0,3,0,71,63,0,0,0,0,35,0,3,0,32,45,0,0,0,0,32,0,3,0,819839,125,0,538207,0,868109,1353,1353,1353,1353,1091,1081,1081,1165,1165,1165,1165,1165,1165,1148,1146,1146,14572536,929498,105319,1710457,247287,757220,597032,3817579,642722,870229,587823,1252924,158188,1118435,801559,611922,1905765,7,71,125,182,7,71,125,86,7,71,125,182,7,71,125,86,7,71,125,182,O3,582902,19948795,189,269,98,77
792,gdb-15.2+readline_readline_histexpand.c,24147235,4177,526,12,29,27,16,0,85,441,17620,9483123,7194083,623771,402085,988656,6,6,701,9947,4885,342,228,1497050,8300,1710,17330,2720,2170080,1141885,1125065,821,975,0,2060,689,0,562,553,15,8,231,160,0,408,144,0,121,67,12,1,163,157,0,254,63,0,67,52,12,2,227,344,0,753,284,0,227,24,14,4,6664520,231,4,610482,4880,4662197,4832,4832,4832,4832,4213,4177,4177,4657,4657,4649,4649,4649,4647,4578,4570,4570,178774967,9392724,407495,15526251,2835762,11379187,7069985,41609021,9733209,4672357,10288222,19597337,3023569,10793115,16293531,8811511,19393679,12,163,227,4235,12,163,231,579,12,163,227,4239,12,163,231,579,12,163,231,4239,O3,5964140,222315881,4286,833,541,1608
793,redist2017-502.gcc+ipa-reference.c,12843956,3768,992,17,38,76,81,0,213,779,67950,7820894,5129951,740510,756000,913568,12,12,942,16888,3528,318,453,1259493,105238,2680,21470,2690,1943514,1264413,998326,583,974,0,241,569,0,476,1044,16,11,403,136,0,83,367,0,258,108,5,4,106,103,0,20,48,0,46,96,5,4,374,540,0,108,515,0,339,477,13,8,5270649,403,2,767098,26660,4667007,4235,4235,4235,4235,3790,3768,3768,4637,4637,4635,4635,4635,4633,4599,4595,4595,97222856,4754895,323075,7953863,1769906,5493205,3883298,33270030,8908660,4671936,4840414,7044495,1094615,3428543,3966076,2812062,7222412,17,105,401,2170,17,106,403,502,17,106,401,2170,17,106,403,500,17,106,403,2170,O3,5597824,117289224,2260,844,217,1502
794,redist2017-526.blender+blender_source_blender_modifiers_intern_MOD_cloth.c,1441301,580,158,0,5,22,8,0,36,122,2923,702040,441725,41800,76589,100518,0,0,118,486,222,19,12,44159,1190,800,910,1060,119458,44190,40809,75,0,0,0,45,0,62,0,3,0,47,0,0,0,40,0,35,0,3,0,11,0,0,0,19,0,11,0,3,0,36,0,0,0,32,0,36,0,3,0,341296,47,0,161229,0,277177,625,625,625,625,580,580,580,667,667,667,667,667,667,667,667,667,6211607,449204,33879,520813,65119,300316,346655,1791866,376225,278967,347265,485583,59709,308476,329346,356026,792240,0,11,47,103,0,11,47,63,0,11,47,103,0,11,47,63,0,11,47,103,O3,252576,8445148,107,75,30,68
795,polybench-heat-3d+stencils_heat-3d_heat-3d.c,1326472,393,47,0,6,8,4,0,19,28,322,448824,315056,27969,36790,43089,0,0,54,42,66,19,6,29369,1510,850,610,820,75379,17140,19340,45,0,0,0,6,0,19,0,2,0,21,0,0,0,7,0,15,0,2,0,6,0,0,0,0,0,6,0,1,0,14,0,0,0,6,0,14,0,2,0,199017,21,0,52040,0,129588,447,447,447,447,402,393,393,429,429,429,429,429,428,428,428,428,4259732,376175,29849,417885,69199,269596,252056,1106965,257637,131588,238786,291276,45640,204647,210557,245256,480144,0,6,21,24,0,6,21,19,0,6,21,24,0,6,21,19,0,6,21,24,O3,145018,6066348,25,22,6,20
796,redist2017-502.gcc+c-objc-common.c,1275152,392,108,1,3,18,8,0,31,77,1859,550192,337135,28300,59229,90268,0,0,92,349,174,11,7,34179,2110,970,840,870,97719,42959,34120,59,5,0,0,51,0,56,0,3,0,38,4,0,0,29,0,30,0,2,0,6,0,0,0,5,0,6,0,2,0,24,1,0,0,20,0,24,0,3,0,313586,38,0,92388,0,192788,429,429,429,429,392,392,392,455,455,455,455,455,455,455,455,455,5038811,376984,28000,416204,59719,236717,289876,1483370,310535,194888,277806,417074,48489,223697,263566,290286,636722,1,6,38,108,1,6,38,57,1,6,38,108,1,6,38,57,1,6,38,108,O3,213767,6950685,112,63,11,45
797,emacs-29.4+src_insdel.c,18343361,5784,1099,13,9,68,113,0,204,895,89279,11186408,8078340,637131,915118,1196634,5,5,1482,24490,3648,511,283,2547735,146498,2700,18820,3680,4483889,1621908,1917734,703,222,0,106,750,0,575,46,9,1,841,62,0,24,883,0,624,27,9,1,202,31,0,6,167,0,159,11,5,1,518,109,0,86,479,0,358,5,9,1,8196629,840,0,4091856,0,9072487,6934,6934,6934,6934,5796,5784,5784,6857,6857,6857,6857,6857,6796,6755,6750,6750,171738071,7030445,510233,14688070,3906817,10828534,5966909,50588855,7866903,9075787,8152720,15850205,3603451,9388093,12455891,6458482,18369971,13,202,841,1600,13,202,841,618,13,202,841,1600,13,202,841,618,13,202,841,1600,O3,10742964,208451403,1653,1593,363,1032
798,ghostscript-10.04.0+libpng_pngrutil.c,35561786,10189,830,41,70,61,54,0,227,603,65059,14004664,11371629,502154,448874,1376231,5,5,1653,55450,3129,490,281,2364768,55100,2100,12920,3019,3857099,2276760,2516056,1438,1131,0,0,0,0,1018,188,6,3,565,333,0,0,0,0,408,26,4,2,350,262,0,0,0,0,262,17,4,2,433,529,0,0,0,0,433,14,6,3,8847982,565,0,12224359,0,18826369,11290,11290,11290,11290,10239,10189,10189,11158,11158,11158,11158,11158,11158,11103,11086,11086,283084347,19830526,1649358,29888492,6215247,19985474,8884422,57364185,13363972,18829749,17436328,22525600,4517810,14295029,21333815,12315376,23113612,41,350,565,2104,41,350,565,1052,41,350,565,2104,41,350,565,1052,41,350,565,2104,O3,11087822,341759745,2149,741,524,962
799,redist2017-526.blender+blender_source_blender_editors_interface_interface_anim.c,1810755,960,170,5,12,17,15,0,50,120,3190,963707,709051,25399,76539,109569,0,0,113,509,231,19,14,57369,2690,920,610,1130,119588,53320,40639,79,29,0,0,62,0,69,0,3,0,40,10,0,0,26,0,31,0,3,0,8,1,0,0,4,0,8,0,3,0,32,19,0,0,18,0,32,0,3,0,364445,40,0,153539,0,282567,1010,1010,1010,1010,960,960,960,1054,1054,1054,1054,1054,1054,1049,1049,1049,8020613,612672,35909,610642,80329,402985,443684,2251780,484184,284727,451154,592072,76549,540912,446874,452824,990967,5,8,40,153,5,8,40,69,5,8,40,153,5,8,40,69,5,8,40,153,O3,276266,10822335,160,67,13,69
800,redist2017-526.blender+blender_source_blender_nodes_composite_nodes_node_composite_transform.c,238047,521,28,0,4,3,1,0,9,19,71,352115,287616,8960,17090,22629,0,0,4,12,4,0,0,16350,1290,620,590,840,4370,2600,1560,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,17170,0,0,0,0,3230,521,521,521,521,521,521,521,529,529,529,529,529,529,529,529,529,1426511,132808,1250,30560,5440,78358,88819,507943,82919,4600,75909,21779,2200,153848,70179,76939,185297,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,O3,28220,1849855,1,0,0,3
801,ghostscript-10.04.0+psi_zfont.c,6780270,2080,471,23,28,51,28,0,131,340,27762,3233777,2214501,175167,284597,430695,5,5,428,7173,930,81,70,251207,15939,1980,5560,1840,670601,367535,328216,269,306,0,0,0,0,237,27,7,2,168,155,0,0,0,0,138,8,7,1,55,53,0,0,0,0,44,3,7,1,102,165,0,0,0,0,102,4,7,1,1913904,168,0,574126,0,1657008,2337,2337,2337,2337,2080,2080,2080,2335,2335,2335,2335,2335,2335,2311,2311,2311,40361075,2271980,154638,3821229,541623,1960994,1719717,10865586,2107812,1659648,1853606,3306506,435344,2262560,3110339,3383875,5733084,23,55,168,523,23,55,168,237,23,55,168,523,23,55,168,237,23,55,168,523,O3,1642878,52874429,543,293,97,267
802,ghostscript-10.04.0+extract_src_document.c,5674865,1636,416,1,25,13,57,0,97,319,16578,2851893,1980404,213217,259407,299286,0,0,395,745,440,31,6,340535,6900,1390,660,1230,384005,164948,122788,243,11,0,0,16,0,193,0,2,0,112,3,0,0,14,0,109,0,2,0,26,2,0,0,0,0,24,0,1,0,131,6,0,0,10,0,131,0,2,0,1559159,112,0,137798,0,751890,1924,1924,1924,1924,1667,1636,1636,2012,2012,2012,2012,2012,2012,2010,2003,2003,27629582,2321099,157548,3203057,523163,1514229,1394031,7937234,1445730,754690,1328182,2160051,372125,1111145,1314912,1419901,3303595,1,26,112,216,1,26,112,193,1,26,112,216,1,26,112,193,1,26,112,216,O3,1022456,36608042,220,126,26,147
803,gdb-15.2+bfd_peigen.c,44795348,19843,1990,29,288,47,61,0,426,1564,354057,31089793,22364310,1794776,1485570,4295162,10,10,3005,58602,4630,367,248,5774852,108449,4030,27469,5930,10675677,4031376,4875124,1402,987,0,108,0,0,1159,236,7,4,1435,542,0,11,0,0,1297,59,4,1,256,92,0,10,0,0,200,24,3,2,865,552,0,9,0,0,862,24,6,3,16117523,1435,1,5498003,4410,17314738,22613,22613,22613,22613,19876,19843,19843,21680,21680,21678,21678,21678,21678,21616,21606,21606,551469645,26457175,951057,34568006,8343678,29987488,26894499,134137619,33844526,17318308,34769683,47226946,8109461,33461920,43125151,34381689,53365414,29,256,1434,2217,29,256,1435,1171,29,256,1434,2219,29,256,1435,1171,29,256,1435,2219,O3,25502907,649630407,2254,1850,302,1423
804,redist2017-526.blender+blender_source_blender_editors_space_text_text_header.c,483164,260,66,0,7,7,6,0,21,45,580,312406,196987,13390,39709,38950,0,0,40,30,50,1,1,21250,1200,740,650,1010,37260,11809,9300,16,0,0,0,5,0,16,0,2,0,3,0,0,0,1,0,2,0,1,0,14,0,0,0,3,0,14,0,2,0,13,0,0,0,4,0,13,0,2,0,119199,3,0,5500,0,39580,278,278,278,278,260,260,260,298,298,298,298,298,298,298,298,298,2281000,205967,10930,167188,29140,108059,132348,704840,143689,40650,127458,135778,20680,138798,112278,128929,284897,0,14,3,20,0,14,3,16,0,14,3,20,0,14,3,16,0,14,3,20,O3,83219,3049061,21,3,17,17
805,redist2017-502.gcc+tree-ssa-ifcombine.c,7106584,1923,505,15,13,35,45,0,109,396,15840,3013520,2090372,142338,268696,398955,12,12,467,3401,1428,168,106,229047,26869,1380,7000,1230,422634,273737,181417,327,501,0,0,287,0,276,422,8,4,171,61,0,0,140,0,111,21,4,2,20,34,0,0,0,0,0,33,2,2,241,129,0,0,278,0,199,27,8,4,1621028,171,0,108138,0,628802,2152,2152,2152,2152,1926,1923,1923,2429,2429,2429,2429,2429,2426,2407,2406,2406,27165723,1794826,109509,2444188,359305,1232173,1198503,8483905,1407551,630722,1297782,2936331,381715,1264483,1594068,1366231,3328475,15,20,171,1051,15,20,171,288,15,20,171,1051,15,20,171,288,15,20,171,1051,O3,1143314,37600782,1064,312,34,606
806,redist2017-507.cactuBSSN+Cactus_util_Expression.c,12499252,3742,332,6,47,29,16,4,103,229,8221,3946057,2769213,199877,174478,648491,6,5,366,1620,663,413,362,280746,4660,1370,4180,1150,643152,195507,179688,506,241,136,0,116,0,384,241,7,5,233,170,41,0,6,0,30,170,2,2,152,117,36,0,0,0,13,117,2,2,157,13,44,0,45,0,157,13,4,2,1952214,233,0,348247,0,1060965,4269,4269,4269,4269,3754,3742,3742,4082,4082,4082,4082,4082,4082,4068,4068,4068,40225368,3409854,193788,4380671,489373,2157941,1986414,10745995,2111842,1063105,2070682,3832749,419515,1845225,2287909,2137411,4713046,6,152,233,861,6,152,233,416,6,152,233,861,6,152,233,416,6,152,233,861,O3,1310453,57437666,877,247,166,259
807,redist2017-526.blender+spec_jpeg.c,414214,232,53,0,1,3,21,0,26,27,155,272366,160458,13789,35990,37629,0,0,63,0,126,21,21,24960,1280,1210,680,1000,47919,17380,11350,21,0,0,0,21,0,21,0,2,0,21,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,42,0,42,0,2,0,197117,21,0,12780,0,59020,232,232,232,232,232,232,232,358,358,358,358,358,358,358,358,358,2441148,212478,11500,134578,25320,95819,124568,778840,152217,60930,138808,184857,29250,146968,130378,139708,397434,0,0,21,21,0,0,21,21,0,0,21,21,0,0,21,21,0,0,21,21,O3,105779,3252796,42,21,0,84
808,ghostscript-10.04.0+pdf_pdf_trans.c,11204792,2400,521,36,23,61,28,0,149,372,30575,5121832,3656951,250277,327725,704821,0,0,469,12988,4062,214,173,734851,35089,2120,750,2710,1197954,855039,791669,397,2339,0,0,0,0,287,0,20,0,189,852,0,0,0,0,130,0,20,0,80,74,0,0,0,0,17,0,5,0,170,1654,0,0,0,0,168,0,20,0,4217164,189,0,1638429,0,3786879,2760,2760,2760,2760,2400,2400,2400,2796,2796,2796,2796,2796,2796,2717,2717,2717,84745516,3186017,177288,6074870,1258414,4604648,2789063,23730735,3678851,3789899,3628372,9717551,1616078,8174971,7643068,3117409,9178778,36,80,189,2587,36,80,189,308,36,80,189,2587,36,80,189,308,36,80,189,2587,O3,3620182,105129086,2626,982,91,1822
809,redist2017-502.gcc+c-gimplify.c,1017276,338,114,2,4,18,5,0,30,84,1758,485814,285606,28500,61119,78179,1,1,74,214,178,13,10,31700,2720,870,2250,960,76079,39019,26340,49,18,0,0,42,0,43,6,4,1,29,3,0,0,22,0,22,2,3,1,6,1,0,0,3,0,5,1,2,1,22,16,0,0,32,0,22,2,4,1,263106,29,0,34849,0,117019,376,376,376,376,338,338,338,391,391,391,391,391,391,388,388,388,4233492,304415,27740,332925,54639,202468,232126,1273453,252666,119089,231696,326176,49199,254967,222277,240117,545663,2,6,29,97,2,6,29,43,2,6,29,97,2,6,29,43,2,6,29,97,O3,179938,5796431,103,47,9,70
810,redist2017-502.gcc+stack-ptr-mod.c,960387,249,57,0,2,7,3,0,13,44,374,378755,231837,28750,38199,48050,0,0,40,94,127,17,9,21640,1220,860,680,1050,57119,19930,18210,48,0,0,0,75,0,29,0,4,0,26,0,0,0,45,0,20,0,4,0,2,0,0,0,2,0,0,0,1,0,3,0,0,0,6,0,3,0,4,0,186318,26,0,50249,0,107888,285,285,285,285,249,249,249,261,261,261,261,261,261,261,261,261,3588201,308776,22870,389135,43009,195847,204088,965947,218707,109678,189637,306616,33770,134788,191227,198607,396325,0,2,26,99,0,2,26,33,0,2,26,99,0,2,26,33,0,2,26,99,O3,120709,4944913,104,65,2,9
811,redist2017-526.blender+blender_source_blender_editors_space_node_node_view.c,4174784,1958,312,5,24,37,26,0,93,219,12906,2237340,1712577,61060,150588,237557,0,0,344,2456,640,54,26,165688,6600,1090,690,1130,432374,131338,145148,143,62,0,0,41,0,98,0,3,0,125,81,0,0,45,0,109,0,3,0,99,38,0,0,18,0,95,0,3,0,85,43,0,0,35,0,80,0,3,0,1310073,125,0,742772,0,1515520,2218,2218,2218,2218,1958,1958,1958,2172,2172,2172,2172,2172,2170,2162,2160,2160,23928259,1537179,117348,2639154,389115,1302663,1012197,6428784,1089626,1517950,1063656,2101762,247637,1501109,1323912,1044866,2978070,5,99,125,193,5,99,125,103,5,99,125,193,5,99,125,103,5,99,125,193,O3,884058,31081113,201,235,151,158
812,redist2017-526.blender+blender_source_blender_nodes_shader_nodes_node_shader_background.c,210927,295,34,0,5,6,1,0,13,21,142,288846,210327,9910,21600,29539,0,0,7,21,7,0,0,13520,1370,750,600,940,6260,3260,1880,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,1,0,23789,0,0,0,0,5740,297,297,297,297,295,295,295,309,309,309,309,309,309,309,309,309,1269533,127848,1980,35730,6190,66289,74429,440854,77499,7050,70199,27120,3980,130528,60879,71119,164938,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,O3,28580,1645398,1,0,0,6
813,ghostscript-10.04.0+base_gsinit.c,322816,51,34,0,0,6,4,0,11,23,186,153058,64679,13540,29889,24320,0,0,13,10,16,6,1,11599,1280,880,770,880,18510,7260,5340,13,0,0,0,1,0,7,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,2,0,7,0,2,0,75509,2,0,970,0,17320,61,61,61,61,51,51,51,73,73,73,73,73,73,73,73,73,1149915,132318,6940,106089,18169,48850,66189,358715,73789,19160,59339,72119,13010,46049,45390,59539,139518,0,1,2,7,0,1,2,9,0,1,2,7,0,1,2,9,0,1,2,7,O3,46519,1612249,8,0,1,9
814,redist2017-526.blender+blender_source_blender_editors_curve_lorem.c,9230416,20096,3,0,1,0,0,0,2,1,3,17296338,17249289,3550,11370,7260,0,0,0,0,0,0,0,517953,1320,1040,610,530,120,1520,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,760,20096,20096,20096,20096,20096,20096,20096,20096,20096,20096,20096,20096,20096,20096,20096,20096,99431657,10457440,1080,591122,2580,8085172,10661197,27761227,9632210,3610,7590268,476584,1970,10688977,5937121,3656301,10321812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O3,523293,118983885,0,0,0,0
